Date,USD (PM)
23-09-2020,1873.4
22-09-2020,1906
21-09-2020,1909.35
18-09-2020,1950.85
17-09-2020,1936.25
16-09-2020,1961.8
15-09-2020,1949.35
14-09-2020,1958.7
11-09-2020,1947.4
10-09-2020,1966.25
09-09-2020,1947.2
08-09-2020,1910.95
07-09-2020,1928.45
04-09-2020,1926.3
03-09-2020,1940.45
02-09-2020,1947.05
01-09-2020,1972.35
28-08-2020,1957.35
27-08-2020,1923.85
26-08-2020,1932.95
25-08-2020,1911.15
24-08-2020,1943.95
21-08-2020,1924.35
20-08-2020,1927.15
19-08-2020,1981
18-08-2020,2008.75
17-08-2020,1972.85
14-08-2020,1944.75
13-08-2020,1944.25
12-08-2020,1931.9
11-08-2020,1939.65
10-08-2020,2044.5
07-08-2020,2031.15
06-08-2020,2067.15
05-08-2020,2048.15
04-08-2020,1977.9
03-08-2020,1958.55
31-07-2020,1964.9
30-07-2020,1957.65
29-07-2020,1950.9
28-07-2020,1940.9
27-07-2020,1936.65
24-07-2020,1902.1
23-07-2020,1878.3
22-07-2020,1852.4
21-07-2020,1842.55
20-07-2020,1815.65
17-07-2020,1807.35
16-07-2020,1807.7
15-07-2020,1804.6
14-07-2020,1801.9
13-07-2020,1807.5
10-07-2020,1803.1
09-07-2020,1812.1
08-07-2020,1811.1
07-07-2020,1789.55
06-07-2020,1787.9
03-07-2020,1772.9
02-07-2020,1777.45
01-07-2020,1771.05
30-06-2020,1768.1
29-06-2020,1771.6
26-06-2020,1747.6
25-06-2020,1756.55
24-06-2020,1766.05
23-06-2020,1768.9
22-06-2020,1761.85
19-06-2020,1734.75
18-06-2020,1719.5
17-06-2020,1724.35
16-06-2020,1719.85
15-06-2020,1710.45
12-06-2020,1733.5
11-06-2020,1738.25
10-06-2020,1722.05
09-06-2020,1713.5
08-06-2020,1690.35
05-06-2020,1683.45
04-06-2020,1700.05
03-06-2020,1705.35
02-06-2020,1742.15
01-06-2020,1730.6
29-05-2020,1728.7
28-05-2020,1717.35
27-05-2020,1694.6
26-05-2020,1720.25
22-05-2020,1733.55
21-05-2020,1724.9
20-05-2020,1748.3
19-05-2020,1737.95
18-05-2020,1734.7
15-05-2020,1735.35
14-05-2020,1731.6
13-05-2020,1708.4
12-05-2020,1702.4
11-05-2020,1702.75
07-05-2020,1704.05
06-05-2020,1691.5
05-05-2020,1699.55
04-05-2020,1709.1
01-05-2020,1686.25
30-04-2020,1702.75
29-04-2020,1703.35
28-04-2020,1691.55
27-04-2020,1714.95
24-04-2020,1715.9
23-04-2020,1736.25
22-04-2020,1710.55
21-04-2020,1682.05
20-04-2020,1686.2
17-04-2020,1692.55
16-04-2020,1729.5
15-04-2020,1718.65
14-04-2020,1741.9
09-04-2020,1680.65
08-04-2020,1647.8
07-04-2020,1649.25
06-04-2020,1648.3
03-04-2020,1613.1
02-04-2020,1616.8
01-04-2020,1576.55
31-03-2020,1608.95
30-03-2020,1618.3
27-03-2020,1617.3
26-03-2020,1634.8
25-03-2020,1605.45
24-03-2020,1605.75
23-03-2020,1525.4
20-03-2020,1494.4
19-03-2020,1474.25
18-03-2020,1498.2
17-03-2020,1536.2
16-03-2020,1487.7
13-03-2020,1562.8
12-03-2020,1570.7
11-03-2020,1653.75
10-03-2020,1655.7
09-03-2020,1672.5
06-03-2020,1683.65
05-03-2020,1659.6
04-03-2020,1641.85
03-03-2020,1615.5
02-03-2020,1599.65
28-02-2020,1609.85
27-02-2020,1652
26-02-2020,1634.9
25-02-2020,1650.3
24-02-2020,1671.65
21-02-2020,1643.3
20-02-2020,1619
19-02-2020,1604.2
18-02-2020,1589.85
17-02-2020,1580.8
14-02-2020,1581.4
13-02-2020,1575.05
12-02-2020,1563.7
11-02-2020,1570.5
10-02-2020,1573.2
07-02-2020,1572.65
06-02-2020,1563.3
05-02-2020,1553.3
04-02-2020,1558.35
03-02-2020,1574.75
31-01-2020,1584.2
30-01-2020,1578.25
29-01-2020,1573.45
28-01-2020,1574
27-01-2020,1580.1
24-01-2020,1564.3
23-01-2020,1562.9
22-01-2020,1556.9
21-01-2020,1551.3
20-01-2020,1560.15
17-01-2020,1557.6
16-01-2020,1554.55
15-01-2020,1549
14-01-2020,1545.1
13-01-2020,1549.9
10-01-2020,1553.6
09-01-2020,1550.75
08-01-2020,1571.95
07-01-2020,1567.85
06-01-2020,1573.1
03-01-2020,1548.75
02-01-2020,1527.1
31-12-2019,
30-12-2019,1514.75
27-12-2019,1511.5
24-12-2019,
23-12-2019,1482.1
20-12-2019,1479
19-12-2019,1476.7
18-12-2019,1474.05
17-12-2019,1475.8
16-12-2019,1477.9
13-12-2019,1466.6
12-12-2019,1467.8
11-12-2019,1466.8
10-12-2019,1464.95
09-12-2019,1461.7
06-12-2019,1459.65
05-12-2019,1475.95
04-12-2019,1475.1
03-12-2019,1477.3
02-12-2019,1461.15
29-11-2019,1460.15
28-11-2019,1454.65
27-11-2019,1454.35
26-11-2019,1454.65
25-11-2019,1458.4
22-11-2019,1464.45
21-11-2019,1467.05
20-11-2019,1471.7
19-11-2019,1468.45
18-11-2019,1467.65
15-11-2019,1466.9
14-11-2019,1466.65
13-11-2019,1462.9
12-11-2019,1452.05
11-11-2019,1458.7
08-11-2019,1464.15
07-11-2019,1484.25
06-11-2019,1486.05
05-11-2019,1488.95
04-11-2019,1509.45
01-11-2019,1508.8
31-10-2019,1510.95
30-10-2019,1492.1
29-10-2019,1486.75
28-10-2019,1492.4
25-10-2019,1513.45
24-10-2019,1496.55
23-10-2019,1494.45
22-10-2019,1485.35
21-10-2019,1491.65
18-10-2019,1490
17-10-2019,1492.65
16-10-2019,1485.1
15-10-2019,1487.8
14-10-2019,1490.6
11-10-2019,1479.15
10-10-2019,1494.8
09-10-2019,1507.25
08-10-2019,1505.85
07-10-2019,1501.25
04-10-2019,1499.15
03-10-2019,1517.1
02-10-2019,1492.6
01-10-2019,1473.45
30-09-2019,1485.3
27-09-2019,1489.9
26-09-2019,1506.4
25-09-2019,1528.75
24-09-2019,1520.65
23-09-2019,1522.1
20-09-2019,1501.9
19-09-2019,1500.7
18-09-2019,1503.5
17-09-2019,1502.1
16-09-2019,1497.2
13-09-2019,1503.1
12-09-2019,1515.2
11-09-2019,1490.65
10-09-2019,1498.25
09-09-2019,1509.2
06-09-2019,1523.7
05-09-2019,1529.1
04-09-2019,1546.1
03-09-2019,1537.85
02-09-2019,1525.95
30-08-2019,1528.4
29-08-2019,1540.2
28-08-2019,1537.15
27-08-2019,1532.95
23-08-2019,1503.8
22-08-2019,1502.05
21-08-2019,1503.25
20-08-2019,1504.55
19-08-2019,1496.6
16-08-2019,1515.25
15-08-2019,1515.65
14-08-2019,1513.25
13-08-2019,1498.4
12-08-2019,1504.7
09-08-2019,1497.7
08-08-2019,1495.75
07-08-2019,1506.05
06-08-2019,1465.25
05-08-2019,1465.25
02-08-2019,1441.75
01-08-2019,1406.8
31-07-2019,1427.55
30-07-2019,1425.9
29-07-2019,1419.05
26-07-2019,1420.4
25-07-2019,1416.1
24-07-2019,1426.95
23-07-2019,1425.55
22-07-2019,1427.75
19-07-2019,1439.7
18-07-2019,1417.45
17-07-2019,1410.35
16-07-2019,1409.85
15-07-2019,1412.4
12-07-2019,1407.6
11-07-2019,1413.75
10-07-2019,1408.3
09-07-2019,1391.55
08-07-2019,1400.1
05-07-2019,1388.65
04-07-2019,1414.9
03-07-2019,1413.5
02-07-2019,1391.05
01-07-2019,1390.1
28-06-2019,1409
27-06-2019,1402.5
26-06-2019,1403.95
25-06-2019,1431.4
24-06-2019,1405.7
21-06-2019,1397.15
20-06-2019,1379.5
19-06-2019,1344.05
18-06-2019,1341.35
17-06-2019,1341.3
14-06-2019,1351.25
13-06-2019,1335.9
12-06-2019,1332.35
11-06-2019,1324.3
10-06-2019,1328.6
07-06-2019,1340.65
06-06-2019,1335.5
05-06-2019,1335.05
04-06-2019,1324.25
03-06-2019,1317.1
31-05-2019,1295.55
30-05-2019,1280.95
29-05-2019,1281.65
28-05-2019,1278.3
24-05-2019,1282.5
23-05-2019,1283.65
22-05-2019,1273.8
21-05-2019,1271.15
20-05-2019,1276.85
17-05-2019,1280.8
16-05-2019,1291.7
15-05-2019,1299.1
14-05-2019,1298.4
13-05-2019,1295.6
10-05-2019,1287.1
09-05-2019,1286.1
08-05-2019,1285.2
07-05-2019,1281.2
03-05-2019,1278.55
02-05-2019,1270.95
01-05-2019,1283.8
30-04-2019,1282.3
29-04-2019,1279.5
26-04-2019,1284.2
25-04-2019,1280.8
24-04-2019,1271.65
23-04-2019,1269.5
18-04-2019,1275.7
17-04-2019,1275.85
16-04-2019,1276.35
15-04-2019,1285.65
12-04-2019,1294.3
11-04-2019,1298.8
10-04-2019,1305.45
09-04-2019,1303
08-04-2019,1300
05-04-2019,1288.45
04-04-2019,1283.15
03-04-2019,1290.45
02-04-2019,1290.3
01-04-2019,1293.5
29-03-2019,1295.4
28-03-2019,1295.15
27-03-2019,1309.7
26-03-2019,1316.3
25-03-2019,1319.55
22-03-2019,1311.3
21-03-2019,1309.6
20-03-2019,1303.7
19-03-2019,1307.7
18-03-2019,1305.6
15-03-2019,1303.5
14-03-2019,1295.55
13-03-2019,1306.95
12-03-2019,1297.05
11-03-2019,1292.75
08-03-2019,1296.75
07-03-2019,1285.3
06-03-2019,1285.85
05-03-2019,1283.8
04-03-2019,1285.4
01-03-2019,1311.95
28-02-2019,1319.15
27-02-2019,1322.85
26-02-2019,1325.05
25-02-2019,1331.05
22-02-2019,1329.05
21-02-2019,1331.25
20-02-2019,1343.75
19-02-2019,1334.15
18-02-2019,1325.5
15-02-2019,1316.55
14-02-2019,1311.45
13-02-2019,1312.8
12-02-2019,1310
11-02-2019,1306.4
08-02-2019,1314.85
07-02-2019,1310
06-02-2019,1312.4
05-02-2019,1314.2
04-02-2019,1312.15
01-02-2019,1318.7
31-01-2019,1323.25
30-01-2019,1310.7
29-01-2019,1307.55
28-01-2019,1302.15
25-01-2019,1293.9
24-01-2019,1283.7
23-01-2019,1279.8
22-01-2019,1282.1
21-01-2019,1279.55
18-01-2019,1284.2
17-01-2019,1290.7
16-01-2019,1292.3
15-01-2019,1294.4
14-01-2019,1292.75
11-01-2019,1288.95
10-01-2019,1291.9
09-01-2019,1288.6
08-01-2019,1286.45
07-01-2019,1292.2
04-01-2019,1279.9
03-01-2019,1290.45
02-01-2019,1282.9
31-12-2018,
28-12-2018,1279
27-12-2018,1268
24-12-2018,
21-12-2018,1258.15
20-12-2018,1259.75
19-12-2018,1255
18-12-2018,1246.3
17-12-2018,1241.65
14-12-2018,1235.35
13-12-2018,1242.75
12-12-2018,1245.75
11-12-2018,1245.3
10-12-2018,1245.35
07-12-2018,1243.3
06-12-2018,1242.55
05-12-2018,1235.9
04-12-2018,1240.3
03-12-2018,1230.3
30-11-2018,1217.55
29-11-2018,1226.25
28-11-2018,1213.25
27-11-2018,1221.2
26-11-2018,1223.4
23-11-2018,1223.65
22-11-2018,1227.05
21-11-2018,1226.1
20-11-2018,1223
19-11-2018,1221.6
16-11-2018,1222.4
15-11-2018,1211.85
14-11-2018,1203.25
13-11-2018,1202.1
12-11-2018,1205.55
09-11-2018,1211.4
08-11-2018,1224.15
07-11-2018,1229.95
06-11-2018,1231.6
05-11-2018,1232.25
02-11-2018,1232.1
01-11-2018,1231.15
31-10-2018,1214.95
30-10-2018,1225.4
29-10-2018,1230.8
26-10-2018,1233.85
25-10-2018,1230.8
24-10-2018,1230.55
23-10-2018,1235.95
22-10-2018,1222.3
19-10-2018,1227.85
18-10-2018,1223
17-10-2018,1229.05
16-10-2018,1230.7
15-10-2018,1229.95
12-10-2018,1219.75
11-10-2018,1205.55
10-10-2018,1188.6
09-10-2018,1185.55
08-10-2018,1186.95
05-10-2018,1203.8
04-10-2018,1203.45
03-10-2018,1201.2
02-10-2018,1204.7
01-10-2018,1189.35
28-09-2018,1187.25
27-09-2018,1185.4
26-09-2018,1194.25
25-09-2018,1201.9
24-09-2018,1202.75
21-09-2018,1198.7
20-09-2018,1208.35
19-09-2018,1203.3
18-09-2018,1200.2
17-09-2018,1201.9
14-09-2018,1201.95
13-09-2018,1209.8
12-09-2018,1195.6
11-09-2018,1189.85
10-09-2018,1196.6
07-09-2018,1198.9
06-09-2018,1205.15
05-09-2018,1196.7
04-09-2018,1190.85
03-09-2018,1200.05
31-08-2018,1202.45
30-08-2018,1197.3
29-08-2018,1204.2
28-08-2018,1212.25
24-08-2018,1197.7
23-08-2018,1192.35
22-08-2018,1196.65
21-08-2018,1190.95
20-08-2018,1184.35
17-08-2018,1178.4
16-08-2018,1180.4
15-08-2018,1182
14-08-2018,1197
13-08-2018,1200.35
10-08-2018,1214.4
09-08-2018,1214.35
08-08-2018,1209.55
07-08-2018,1212.35
06-08-2018,1209.65
03-08-2018,1216.3
02-08-2018,1215.45
01-08-2018,1219
31-07-2018,1220.95
30-07-2018,1223.8
27-07-2018,1223.95
26-07-2018,1228.25
25-07-2018,1231.5
24-07-2018,1228.35
23-07-2018,1224.95
20-07-2018,1228.75
19-07-2018,1217.55
18-07-2018,1224.5
17-07-2018,1232.8
16-07-2018,1241.1
13-07-2018,1241.7
12-07-2018,1245.9
11-07-2018,1251.4
10-07-2018,1254
09-07-2018,1262.05
06-07-2018,1255.35
05-07-2018,1255.5
04-07-2018,1255.65
03-07-2018,1251.75
02-07-2018,1247.8
29-06-2018,1250.45
28-06-2018,1251.55
27-06-2018,1254.6
26-06-2018,1260.3
25-06-2018,1268.7
22-06-2018,1269.15
21-06-2018,1266.15
20-06-2018,1274.2
19-06-2018,1276.15
18-06-2018,1281.55
15-06-2018,1285.25
14-06-2018,1302.75
13-06-2018,1296.15
12-06-2018,1298.65
11-06-2018,1299.6
08-06-2018,1298.25
07-06-2018,1297.25
06-06-2018,1300.1
05-06-2018,1292.05
04-06-2018,1295.45
01-06-2018,1294.6
31-05-2018,1305.35
30-05-2018,1300.7
29-05-2018,1295.5
25-05-2018,1303.5
24-05-2018,1304.85
23-05-2018,1289
22-05-2018,1293.05
21-05-2018,1288.35
18-05-2018,1288.3
17-05-2018,1289.5
16-05-2018,1291.25
15-05-2018,1295
14-05-2018,1319.85
11-05-2018,1324.35
10-05-2018,1318.8
09-05-2018,1313.85
08-05-2018,1306.6
04-05-2018,1309.4
03-05-2018,1315.05
02-05-2018,1304.2
01-05-2018,1307.1
30-04-2018,1313.2
27-04-2018,1321.5
26-04-2018,1320.7
25-04-2018,1321.65
24-04-2018,1328.85
23-04-2018,1324.3
20-04-2018,1336.75
19-04-2018,1348.6
18-04-2018,1351.45
17-04-2018,1342.1
16-04-2018,1349.35
13-04-2018,1343.7
12-04-2018,1341.35
11-04-2018,1350.75
10-04-2018,1338.95
09-04-2018,1331.95
06-04-2018,1331.2
05-04-2018,1327.7
04-04-2018,1337.3
03-04-2018,1333.45
29-03-2018,1323.85
28-03-2018,1332.45
27-03-2018,1341.45
26-03-2018,1352.4
23-03-2018,1346.6
22-03-2018,1329.15
21-03-2018,1321.35
20-03-2018,1311
19-03-2018,1312.4
16-03-2018,1310.1
15-03-2018,1318.75
14-03-2018,1323.55
13-03-2018,1322.75
12-03-2018,1319.15
09-03-2018,1320.6
08-03-2018,1321
07-03-2018,1329.4
06-03-2018,1331.4
05-03-2018,1320.4
02-03-2018,1322.3
01-03-2018,1307.75
28-02-2018,1317.85
27-02-2018,1325.75
26-02-2018,1333.5
23-02-2018,1327.95
22-02-2018,1328.35
21-02-2018,1330.5
20-02-2018,1339.85
19-02-2018,1346.6
16-02-2018,1352.1
15-02-2018,1352.45
14-02-2018,1336.25
13-02-2018,1325.35
12-02-2018,1322.3
09-02-2018,1314.1
08-02-2018,1315.45
07-02-2018,1324.65
06-02-2018,1331.4
05-02-2018,1333.6
02-02-2018,1331.15
01-02-2018,1341.35
31-01-2018,1345.05
30-01-2018,1344.9
29-01-2018,1343.85
26-01-2018,1353.15
25-01-2018,1354.95
24-01-2018,1353.7
23-01-2018,1333.4
22-01-2018,1332.6
19-01-2018,1334.95
18-01-2018,1332.2
17-01-2018,1335.65
16-01-2018,1333.85
15-01-2018,1339.25
12-01-2018,1326.8
11-01-2018,1323.05
10-01-2018,1319.75
09-01-2018,1311
08-01-2018,1319.95
05-01-2018,1317.15
04-01-2018,1314.5
03-01-2018,1314.9
02-01-2018,1312.05
29-12-2017,
28-12-2017,1291
27-12-2017,1279.4
22-12-2017,
21-12-2017,1264.55
20-12-2017,1264.55
19-12-2017,1260.35
18-12-2017,1260.6
15-12-2017,1254.6
14-12-2017,1251
13-12-2017,1242.65
12-12-2017,1240.9
11-12-2017,1247.15
08-12-2017,1250.65
07-12-2017,1255
06-12-2017,1263.7
05-12-2017,1266.3
04-12-2017,1273.45
01-12-2017,1275.5
30-11-2017,1280.2
29-11-2017,1283.85
28-11-2017,1291.85
27-11-2017,1294.9
24-11-2017,1290.5
23-11-2017,1290.35
22-11-2017,1286.95
21-11-2017,1283.3
20-11-2017,1286.2
17-11-2017,1284.35
16-11-2017,1280
15-11-2017,1282.2
14-11-2017,1274.6
13-11-2017,1277.95
10-11-2017,1284.3
09-11-2017,1284.8
08-11-2017,1284
07-11-2017,1275.6
06-11-2017,1270.9
03-11-2017,1267.2
02-11-2017,1279.2
01-11-2017,1277.05
31-10-2017,1270.15
30-10-2017,1272
27-10-2017,1266.45
26-10-2017,1273.75
25-10-2017,1275
24-10-2017,1276.45
23-10-2017,1274.9
20-10-2017,1281.2
19-10-2017,1286.4
18-10-2017,1280.2
17-10-2017,1284.75
16-10-2017,1303.3
13-10-2017,1299.6
12-10-2017,1290.25
11-10-2017,1289.25
10-10-2017,1291.4
09-10-2017,1278.75
06-10-2017,1261.8
05-10-2017,1274.5
04-10-2017,1274.25
03-10-2017,1271.25
02-10-2017,1273.7
29-09-2017,1283.1
28-09-2017,1283.35
27-09-2017,1282.55
26-09-2017,1300.05
25-09-2017,1293.3
22-09-2017,1294.8
21-09-2017,1292.1
20-09-2017,1311.3
19-09-2017,1309.6
18-09-2017,1312.1
15-09-2017,1322.85
14-09-2017,1324.55
13-09-2017,1327.55
12-09-2017,1326.5
11-09-2017,1334.2
08-09-2017,1346.25
07-09-2017,1343.5
06-09-2017,1337.85
05-09-2017,1335.55
04-09-2017,1333.1
01-09-2017,1320.4
31-08-2017,1311.75
30-08-2017,1308.5
29-08-2017,1318.65
25-08-2017,1285.3
24-08-2017,1289
23-08-2017,1286.65
22-08-2017,1284.2
21-08-2017,1292.9
18-08-2017,1295.8
17-08-2017,1285.15
16-08-2017,1272.75
15-08-2017,1270.3
14-08-2017,1282.3
11-08-2017,1286.1
10-08-2017,1284.4
09-08-2017,1271.05
08-08-2017,1261.8
07-08-2017,1258
04-08-2017,1257.7
03-08-2017,1268.1
02-08-2017,1269.6
01-08-2017,1270.95
31-07-2017,1267.55
28-07-2017,1264.9
27-07-2017,1261.1
26-07-2017,1248.1
25-07-2017,1254.4
24-07-2017,1255.55
21-07-2017,1248.55
20-07-2017,1238.7
19-07-2017,1242.15
18-07-2017,1240.75
17-07-2017,1234.1
14-07-2017,1230.3
13-07-2017,1218.9
12-07-2017,1218.8
11-07-2017,1211.05
10-07-2017,1211.9
07-07-2017,1215.65
06-07-2017,1224.9
05-07-2017,1220.3
04-07-2017,1223.75
03-07-2017,1229.25
30-06-2017,1242.25
29-06-2017,1243.5
28-06-2017,1248
27-06-2017,1249.55
26-06-2017,1245.25
23-06-2017,1255.7
22-06-2017,1250.8
21-06-2017,1242.5
20-06-2017,1242.2
19-06-2017,1248.15
16-06-2017,1255.4
15-06-2017,1254.55
14-06-2017,1275.5
13-06-2017,1262
12-06-2017,1266.4
09-06-2017,1266.55
08-06-2017,1273.1
07-06-2017,1291
06-06-2017,1293.5
05-06-2017,1279.95
02-06-2017,1274.95
01-06-2017,1264.85
31-05-2017,1266.2
30-05-2017,1262.7
26-05-2017,1265.05
25-05-2017,1256.95
24-05-2017,1252.55
23-05-2017,1260.2
22-05-2017,1258.85
19-05-2017,1252
18-05-2017,1255.9
17-05-2017,1257.4
16-05-2017,1234.2
15-05-2017,1233.3
12-05-2017,1231.25
11-05-2017,1223.15
10-05-2017,1222.95
09-05-2017,1220.4
08-05-2017,1229.8
05-05-2017,1228.05
04-05-2017,1228.45
03-05-2017,1250.3
02-05-2017,1255.45
28-04-2017,1266.45
27-04-2017,1262.8
26-04-2017,1261.85
25-04-2017,1267.8
24-04-2017,1269.4
21-04-2017,1281.85
20-04-2017,1282.1
19-04-2017,1279.05
18-04-2017,1278.95
13-04-2017,1284.15
12-04-2017,1274.3
11-04-2017,1252.9
10-04-2017,1250.05
07-04-2017,1266.45
06-04-2017,1252.5
05-04-2017,1245.8
04-04-2017,1257.65
03-04-2017,1247.25
31-03-2017,1244.85
30-03-2017,1248.8
29-03-2017,1251.1
28-03-2017,1257.25
27-03-2017,1257.55
24-03-2017,1247.5
23-03-2017,1247.5
22-03-2017,1249.05
21-03-2017,1241.6
20-03-2017,1232.4
17-03-2017,1229.6
16-03-2017,1229.35
15-03-2017,1198.8
14-03-2017,1204.6
13-03-2017,1204.2
10-03-2017,1202.65
09-03-2017,1206.55
08-03-2017,1209.2
07-03-2017,1216.65
06-03-2017,1230.95
03-03-2017,1226.5
02-03-2017,1238.1
01-03-2017,1240.4
28-02-2017,1255.6
27-02-2017,1257.2
24-02-2017,1253.65
23-02-2017,1247.9
22-02-2017,1236.65
21-02-2017,1233.2
20-02-2017,1237.3
17-02-2017,1241.95
16-02-2017,1240.55
15-02-2017,1224.4
14-02-2017,1230.75
13-02-2017,1222.25
10-02-2017,1228.3
09-02-2017,1236.8
08-02-2017,1242.1
07-02-2017,1231
06-02-2017,1226.75
03-02-2017,1215.2
02-02-2017,1221.95
01-02-2017,1203.65
31-01-2017,1212.8
30-01-2017,1192.8
27-01-2017,1184.85
26-01-2017,1189.7
25-01-2017,1195
24-01-2017,1216.8
23-01-2017,1212.85
20-01-2017,1200.55
19-01-2017,1196.05
18-01-2017,1214.75
17-01-2017,1216.05
16-01-2017,1203
13-01-2017,1190.35
12-01-2017,1205.05
11-01-2017,1178.55
10-01-2017,1189.5
09-01-2017,1178.5
06-01-2017,1175.85
05-01-2017,1176.7
04-01-2017,1164.25
03-01-2017,1151
30-12-2016,
29-12-2016,1145.9
28-12-2016,1134.6
23-12-2016,
22-12-2016,1131.35
21-12-2016,1133.65
20-12-2016,1125.7
19-12-2016,1136.25
16-12-2016,1131.6
15-12-2016,1126.95
14-12-2016,1162.25
13-12-2016,1158.55
12-12-2016,1156.1
09-12-2016,1163.6
08-12-2016,1171.05
07-12-2016,1177.65
06-12-2016,1172.5
05-12-2016,1162.2
02-12-2016,1173.5
01-12-2016,1161.85
30-11-2016,1178.1
29-11-2016,1186.55
28-11-2016,1187
25-11-2016,1187.7
24-11-2016,1186.1
23-11-2016,1185.35
22-11-2016,1212.25
21-11-2016,1214.25
18-11-2016,1211
17-11-2016,1226.75
16-11-2016,1229.2
15-11-2016,1226.95
14-11-2016,1213.6
11-11-2016,1236.45
10-11-2016,1267.5
09-11-2016,1281.4
08-11-2016,1282.35
07-11-2016,1283.05
04-11-2016,1302.8
03-11-2016,1301
02-11-2016,1303.75
01-11-2016,1288.45
31-10-2016,1272
28-10-2016,1273
27-10-2016,1266.25
26-10-2016,1270.5
25-10-2016,1269.4
24-10-2016,1265.55
21-10-2016,1266.05
20-10-2016,1271.65
19-10-2016,1269.05
18-10-2016,1258.2
17-10-2016,1254.8
14-10-2016,1251.75
13-10-2016,1261.05
12-10-2016,1256.5
11-10-2016,1253.45
10-10-2016,1259.5
07-10-2016,1258.75
06-10-2016,1254.5
05-10-2016,1269.4
04-10-2016,1283.3
03-10-2016,1313.3
30-09-2016,1322.5
29-09-2016,1318.1
28-09-2016,1322.5
27-09-2016,1327
26-09-2016,1340.5
23-09-2016,1338.65
22-09-2016,1339.1
21-09-2016,1326.1
20-09-2016,1313.8
19-09-2016,1314.85
16-09-2016,1308.35
15-09-2016,1310.8
14-09-2016,1321.75
13-09-2016,1323.65
12-09-2016,1324.6
09-09-2016,1330.85
08-09-2016,1343.4
07-09-2016,1348.35
06-09-2016,1337.25
05-09-2016,1326.35
02-09-2016,1324.7
01-09-2016,1309.5
31-08-2016,1309.25
30-08-2016,1318.15
26-08-2016,1318.75
25-08-2016,1321.3
24-08-2016,1327.25
23-08-2016,1342
22-08-2016,1335.9
19-08-2016,1346.4
18-08-2016,1350.05
17-08-2016,1343.35
16-08-2016,1344
15-08-2016,1339.4
12-08-2016,1352.2
11-08-2016,1355
10-08-2016,1347.7
09-08-2016,1341
08-08-2016,1336.8
05-08-2016,1340.4
04-08-2016,1362.75
03-08-2016,1358.9
02-08-2016,1363.75
01-08-2016,1349.65
29-07-2016,1342
28-07-2016,1341.75
27-07-2016,1329
26-07-2016,1323
25-07-2016,1313.15
22-07-2016,1320.75
21-07-2016,1321.15
20-07-2016,1315.9
19-07-2016,1330.9
18-07-2016,1334.7
15-07-2016,1327
14-07-2016,1323.6
13-07-2016,1342.75
12-07-2016,1342.4
11-07-2016,1357.1
08-07-2016,1354.25
07-07-2016,1356.7
06-07-2016,1366.25
05-07-2016,1350.75
04-07-2016,1350.75
01-07-2016,1340
30-06-2016,1320.75
29-06-2016,1321.5
28-06-2016,1309.7
27-06-2016,1324.55
24-06-2016,1315.5
23-06-2016,1262.15
22-06-2016,1264.85
21-06-2016,1272.6
20-06-2016,1281.8
17-06-2016,1290.7
16-06-2016,1310.75
15-06-2016,1283.3
14-06-2016,1287.15
13-06-2016,1280.8
10-06-2016,1275.5
09-06-2016,1263.9
08-06-2016,1263
07-06-2016,1241
06-06-2016,1244
03-06-2016,1240.5
02-06-2016,1212.4
01-06-2016,1214.5
31-05-2016,1212.1
27-05-2016,1216.25
26-05-2016,1223.85
25-05-2016,1220.6
24-05-2016,1236.85
23-05-2016,1245.9
20-05-2016,1254.2
19-05-2016,1246.25
18-05-2016,1272.9
17-05-2016,1277
16-05-2016,1285.75
13-05-2016,1265.9
12-05-2016,1279.25
11-05-2016,1276.85
10-05-2016,1262.8
09-05-2016,1265.25
06-05-2016,1289
05-05-2016,1280.25
04-05-2016,1283
03-05-2016,1294
29-04-2016,1285.65
28-04-2016,1256
27-04-2016,1247.4
26-04-2016,1241.7
25-04-2016,1238.9
22-04-2016,1243.25
21-04-2016,1249.25
20-04-2016,1252
19-04-2016,1255.4
18-04-2016,1234.3
15-04-2016,1227.1
14-04-2016,1233.85
13-04-2016,1245.75
12-04-2016,1254.6
11-04-2016,1254.75
08-04-2016,1239.5
07-04-2016,1242.1
06-04-2016,1221.4
05-04-2016,1231.25
04-04-2016,1219.75
01-04-2016,1213.6
31-03-2016,1237
30-03-2016,1236.25
29-03-2016,1226
24-03-2016,1221
23-03-2016,1217.6
22-03-2016,1252.5
21-03-2016,1244.9
18-03-2016,1252.1
17-03-2016,1266.5
16-03-2016,1228.5
15-03-2016,1232
14-03-2016,1242.75
11-03-2016,1264.75
10-03-2016,1266.5
09-03-2016,1246.4
08-03-2016,1267
07-03-2016,1267.9
04-03-2016,1277.5
03-03-2016,1250.25
02-03-2016,1239.2
01-03-2016,1236.5
29-02-2016,1234.9
26-02-2016,1226.5
25-02-2016,1236
24-02-2016,1250.75
23-02-2016,1221.35
22-02-2016,1211
19-02-2016,1231.15
18-02-2016,1210.1
17-02-2016,1210
16-02-2016,1209.5
15-02-2016,1208.2
12-02-2016,1239.75
11-02-2016,1241
10-02-2016,1190
09-02-2016,1191
08-02-2016,1193.25
05-02-2016,1150.35
04-02-2016,1156.35
03-02-2016,1132
02-02-2016,1128.5
01-02-2016,1126.5
29-01-2016,1111.8
28-01-2016,1114
27-01-2016,1116.25
26-01-2016,1113.6
25-01-2016,1106.6
22-01-2016,1096.25
